Unnamed: 0,title,year,certificate,time,genre,rating,metascore,simple_desc,votes,directors,actors
53,"855.
Ray
(I) (2004)",(I) (2004),PG-13,152 min,"Biography, Drama, Music",7.7,"73        
        Metascore","The story of the life and career of the legendary rhythm and blues musician Ray Charles, from his humble beginnings in the South, where he went blind at age seven, to his meteoric rise to stardom during the 1950s and 1960s.","Votes:
151,174
| Gross:
$75.33M",Ray Charles,"['Taylor Hackford', 'Jamie Foxx', 'Regina King', 'Kerry Washington']"
54,"856.
The Verdict
(1982)",(1982),R,129 min,Drama,7.7,"77        
        Metascore","An outcast, alcoholic Boston lawyer sees the chance to salvage his career and self-respect by taking a medical malpractice case to trial rather than settling.","Votes:
42,568
| Gross:
$54.00M",Sidney Lumet,"['Paul Newman', 'Charlotte Rampling', 'Jack Warden', 'James Mason']"
55,"857.
Happiness
(1998)",(1998),NC-17,134 min,"Comedy, Drama",7.7,"81        
        Metascore","The lives of several individuals intertwine as they go about their lives in their own unique ways, engaging in acts which society as a whole might find disturbing in a desperate search for human connection.","Votes:
71,792
| Gross:
$2.81M",Todd Solondz,"['Jane Adams', 'Jon Lovitz', 'Philip Seymour Hoffman', 'Dylan Baker']"
56,"858.
This Is England
(2006)",(2006),Not Rated,101 min,"Crime, Drama",7.7,"86        
        Metascore","A young boy becomes friends with a gang of skinheads. Friends soon become like family, and relationships will be pushed to the very limit.","Votes:
124,574
| Gross:
$0.33M",Shane Meadows,"['Thomas Turgoose', 'Stephen Graham', 'Jo Hartley', 'Andrew Shim']"
57,"859.
Kubo and the Two Strings
(2016)",(2016),PG,101 min,"Animation, Action, Adventure",7.7,"84        
        Metascore",A young boy named Kubo must locate a magical suit of armour worn by his late father in order to defeat a vengeful spirit from the past.,"Votes:
132,744
| Gross:
$48.02M",Travis Knight,"['Charlize Theron', 'Art Parkinson', 'Matthew McConaughey', 'Ralph Fiennes']"
58,"860.
The Longest Day
(1962)",(1962),G,178 min,"Action, Drama, History",7.7,"75        
        Metascore","The events of D-Day, told on a grand scale from both the Allied and German points of view.","Votes:
57,184
| Gross:
$39.10M",Ken Annakin,"['Andrew Marton', 'Gerd Oswald', 'Bernhard Wicki', 'Darryl F. Zanuck']"
59,"861.
The Quiet Man
(1952)",(1952),Passed,129 min,"Comedy, Drama, Romance",7.7,"85        
        Metascore","A retired American boxer returns to the village of his birth in 1920s Ireland, where he falls for a spirited redhead whose brother is contemptuous of their union.","Votes:
40,211
| Gross:
$10.55M",John Ford,"['John Wayne', ""Maureen O'Hara"", 'Barry Fitzgerald', 'Ward Bond']"
60,"862.
The Dirty Dozen
(1967)",(1967),Approved,150 min,"Action, Adventure, War",7.7,"73        
        Metascore","During World War II, a rebellious U.S. Army Major is assigned a dozen convicted murderers to train and lead them into a mass assassination mission of German officers.","Votes:
75,714
| Gross:
$45.30M",Robert Aldrich,"['Lee Marvin', 'Ernest Borgnine', 'Charles Bronson', 'John Cassavetes']"
61,"863.
Short Cuts
(1993)",(1993),R,188 min,"Comedy, Drama",7.7,"81        
        Metascore",The day-to-day lives of several suburban Los Angeles residents.,"Votes:
45,911
| Gross:
$6.11M",Robert Altman,"['Andie MacDowell', 'Julianne Moore', 'Tim Robbins', 'Bruce Davison']"
62,"864.
Fantasia
(1940)",(1940),G,124 min,"Animation, Family, Fantasy",7.7,"96        
        Metascore","A collection of animated interpretations of great works of Western classical music, ranging from the abstract to depictions of mythology and fantasy, and settings including the prehistoric, supernatural and sacred.","Votes:
99,163
| Gross:
$76.41M",James Algar,"['Samuel Armstrong', 'Ford Beebe Jr.', 'Norman Ferguson', 'David Hand']"
63,"865.
Badlands
(1973)",(1973),PG,94 min,"Action, Crime, Drama",7.7,"93        
        Metascore","An impressionable teenage girl from a dead-end town, and her older greaser boyfriend, embark on a killing spree in the South Dakota Badlands.","Votes:
74,895",Terrence Malick,"['Martin Sheen', 'Sissy Spacek', 'Warren Oates', 'Ramon Bieri']"
64,"866.
The Little Prince
(2015)",(2015),PG,108 min,"Animation, Adventure, Drama",7.7,"70        
        Metascore","A little girl lives in a very grown-up world with her mother, who tries to prepare her for it. Her neighbor, the Aviator, introduces the girl to an extraordinary world where anything is possible, the world of the Little Prince.","Votes:
63,821
| Gross:
$1.34M",Mark Osborne,"['Jeff Bridges', 'Mackenzie Foy', 'Rachel McAdams', 'Marion Cotillard']"
65,"868.
Finding Neverland
(2004)",(2004),PG,106 min,"Biography, Drama, Family",7.7,"67        
        Metascore",The story of Sir J.M. Barrie's friendship with a family who inspired him to create Peter Pan.,"Votes:
208,517
| Gross:
$51.68M",J.M. Barrie,"['Marc Forster', 'Johnny Depp', 'Kate Winslet', 'Julie Christie']"
66,"872.
Happy Together
(1997)",(1997),Not Rated,96 min,"Drama, Romance",7.7,"70        
        Metascore",A couple take a trip to Argentina but both men find their lives drifting apart in opposite directions.,"Votes:
31,264
| Gross:
$0.19M",Kar-Wai Wong,"['Leslie Cheung', 'Tony Leung Chiu-wai', 'Chang Chen', 'Gregory Dayton']"
67,"873.
Me and Earl and the Dying Girl
(2015)",(2015),PG-13,105 min,"Comedy, Drama, Romance",7.7,"74        
        Metascore","High schooler Greg, who spends most of his time making parodies of classic movies with his co-worker Earl, finds his outlook forever altered after befriending a classmate who has just been diagnosed with cancer.","Votes:
134,198
| Gross:
$6.74M",Alfonso Gomez-Rejon,"['Thomas Mann', 'RJ Cyler', 'Olivia Cooke', 'Nick Offerman']"
68,"874.
Zulu
(1964)",(1964),Not Rated,138 min,"Drama, History, War",7.7,"77        
        Metascore",Outnumbered British soldiers do battle with Zulu warriors at Rorke's Drift.,"Votes:
40,646",Cy Endfield,"['Stanley Baker', 'Jack Hawkins', 'Ulla Jacobsson', 'James Booth']"
69,"875.
Fantastic Planet
(1973)",(1973),PG,72 min,"Animation, Sci-Fi",7.7,"73        
        Metascore","On a faraway planet where blue giants rule, oppressed humanoids rebel against their machine-like leaders.","Votes:
33,413
| Gross:
$0.19M",René Laloux,"['Barry Bostwick', 'Jennifer Drake', 'Eric Baugin', 'Jean Topart']"
70,"876.
The African Queen
(1951)",(1951),PG,105 min,"Adventure, Drama, Romance",7.7,"91        
        Metascore","In WWI East Africa, a gin-swilling Canadian riverboat captain is persuaded by a strait-laced English missionary to undertake a trip up a treacherous river and use his boat to attack a German gunship.","Votes:
80,743
| Gross:
$0.54M",John Huston,"['Humphrey Bogart', 'Katharine Hepburn', 'Robert Morley', 'Peter Bull']"
71,"877.
Porco Rosso
(1992)",(1992),PG,94 min,"Animation, Adventure, Comedy",7.7,"83        
        Metascore","In 1930s Italy, a veteran World War I pilot is cursed to look like an anthropomorphic pig.","Votes:
93,246",Hayao Miyazaki,"['Shûichirô Moriyama', 'Tokiko Katô', 'Bunshi Katsura Vi', 'Tsunehiko Kamijô']"
72,"878.
Beasts of No Nation
(2015)",(2015),TV-MA,137 min,"Drama, War",7.7,"79        
        Metascore","A drama based on the experiences of Agu, a child soldier fighting in the civil war of an unnamed African country.","Votes:
83,536
| Gross:
$0.08M",Cary Joji Fukunaga,"['Abraham Attah', 'Emmanuel Affadzi', 'Ricky Adelayitor', 'Andrew Adote']"
73,"879.
Waking Life
(2001)",(2001),R,99 min,"Animation, Drama, Fantasy",7.7,"83        
        Metascore",A man shuffles through a dream meeting various people and discussing the meanings and purposes of the universe.,"Votes:
65,366
| Gross:
$2.89M",Richard Linklater,"['Ethan Hawke', 'Trevor Jack Brooks', 'Lorelei Linklater', 'Wiley Wiggins']"
74,"880.
A Man for All Seasons
(1966)",(1966),G,120 min,"Biography, Drama, History",7.7,"72        
        Metascore","The story of Sir Thomas More, who stood up to King Henry VIII when the King rejected the Roman Catholic Church to obtain a divorce and remarry.","Votes:
35,690
| Gross:
$28.35M",Fred Zinnemann,"['Paul Scofield', 'Wendy Hiller', 'Robert Shaw', 'Leo McKern']"
75,"881.
Cape Fear
(1962)",(1962),Passed,106 min,"Drama, Thriller",7.7,"76        
        Metascore",A lawyer's family is stalked by a man he once helped put in jail.,"Votes:
30,215",J. Lee Thompson,"['Gregory Peck', 'Robert Mitchum', 'Polly Bergen', 'Lori Martin']"
76,"882.
When Marnie Was There
(2014)",(2014),PG,103 min,"Animation, Drama, Family",7.7,"72        
        Metascore","Due to 12 y.o. Anna's asthma, she's sent to stay with relatives of her guardian in the Japanese countryside. She likes to be alone, sketching. She befriends Marnie. Who is the mysterious, blonde Marnie.","Votes:
43,012
| Gross:
$0.77M",Hiromasa Yonebayashi,"['Sara Takatsuki', 'Kasumi Arimura', 'Nanako Matsushima', 'Susumu Terajima']"
77,"885.
Nebraska
(2013)",(2013),R,115 min,Drama,7.7,"86        
        Metascore","An aging, booze-addled father makes the trip from Montana to Nebraska with his estranged son in order to claim a million-dollar Mega Sweepstakes Marketing prize.","Votes:
119,965
| Gross:
$17.65M",Alexander Payne,"['Bruce Dern', 'Will Forte', 'June Squibb', 'Bob Odenkirk']"
78,"887.
Good Bye Lenin!
(2003)",(2003),R,121 min,"Comedy, Drama, Romance",7.7,"68        
        Metascore","In 1990, to protect his fragile mother from a fatal shock after a long coma, a young man must keep her from learning that her beloved nation of East Germany as she knew it has disappeared.","Votes:
148,725
| Gross:
$4.06M",Wolfgang Becker,"['Daniel Brühl', 'Katrin Sass', 'Chulpan Khamatova', 'Florian Lukas']"
79,"888.
The Double Life of Véronique
(1991)",(1991),R,98 min,"Drama, Fantasy, Music",7.7,"86        
        Metascore","Two parallel stories about two identical women; one living in Poland, the other in France. They don't know each other, but their lives are nevertheless profoundly connected.","Votes:
50,415
| Gross:
$2.00M",Krzysztof Kieslowski,"['Irène Jacob', 'Wladyslaw Kowalski', 'Halina Gryglaszewska', 'Kalina Jedrusik']"
80,"889.
Black Book
(2006)",(2006),R,145 min,"Drama, Thriller, War",7.7,"71        
        Metascore","In the Nazi-occupied Netherlands during World War II, a Jewish singer infiltrates the regional Gestapo headquarters for the Dutch resistance.","Votes:
78,147
| Gross:
$4.40M",Paul Verhoeven,"['Carice van Houten', 'Sebastian Koch', 'Thom Hoffman', 'Halina Reijn']"
81,"890.
The Salesman
(2016)",(2016),PG-13,124 min,"Drama, Thriller",7.7,"85        
        Metascore","While Ranaa and Emad, a married couple, are participating in a production of ""Death of a Salesman,"" she is assaulted in their new home, which leaves him determined to find the perpetrator over his wife's traumatized objections.","Votes:
62,091
| Gross:
$2.40M",Asghar Farhadi,"['Shahab Hosseini', 'Taraneh Alidoosti', 'Babak Karimi', 'Mina Sadati']"
82,"891.
Invasion of the Body Snatchers
(1956)",(1956),Approved,80 min,"Drama, Horror, Sci-Fi",7.7,"92        
        Metascore",A small-town doctor learns that the population of his community is being replaced by emotionless alien duplicates.,"Votes:
51,856",Don Siegel,"['Kevin McCarthy', 'Dana Wynter', 'Larry Gates', 'King Donovan']"
83,"892.
Scarface
(1932)",(1932),PG,93 min,"Action, Crime, Drama",7.7,"87        
        Metascore","An ambitious and nearly insane violent gangster climbs the ladder of success in the mob, but his weaknesses prove to be his downfall.","Votes:
28,936",Howard Hawks,"['Richard Rosson', 'Paul Muni', 'Ann Dvorak', 'Karen Morley']"
84,"893.
The Motorcycle Diaries
(2004)",(2004),R,126 min,"Adventure, Biography, Drama",7.7,"75        
        Metascore",The dramatization of a motorcycle road trip Che Guevara went on in his youth that showed him his life's calling.,"Votes:
102,708
| Gross:
$16.78M",Walter Salles,"['Gael García Bernal', 'Rodrigo de la Serna', 'Mía Maestro', 'Mercedes Morán']"
85,"894.
Wait Until Dark
(1967)",(1967),Not Rated,108 min,Thriller,7.7,"81        
        Metascore",A recently blinded woman is terrorized by a trio of thugs while they search for a heroin-stuffed doll they believe is in her apartment.,"Votes:
31,853
| Gross:
$17.55M",Terence Young,"['Audrey Hepburn', 'Alan Arkin', 'Richard Crenna', 'Efrem Zimbalist Jr.']"
86,"895.
Night on Earth
(1991)",(1991),R,129 min,"Comedy, Drama",7.7,"68        
        Metascore",An anthology of 5 different cab drivers in 5 American and European cities and their remarkable fares on the same eventful night.,"Votes:
62,376
| Gross:
$2.02M",Jim Jarmusch,"['Winona Ryder', 'Gena Rowlands', 'Lisanne Falk', 'Alan Randolph Scott']"
87,"896.
The Broken Circle Breakdown
(2012)",(2012),Not Rated,111 min,"Drama, Music, Romance",7.7,"70        
        Metascore","Elise and Didier fall in love at first sight, in spite of their differences. He talks, she listens. He's a romantic atheist, she's a religious realist. When their daughter becomes seriously ill, their love is put on trial.","Votes:
41,913
| Gross:
$0.18M",Felix van Groeningen,"['Veerle Baetens', 'Johan Heldenbergh', 'Nell Cattrysse', 'Geert Van Rampelberg']"
88,"897.
Black Narcissus
(1947)",(1947),Not Rated,101 min,Drama,7.7,"86        
        Metascore","A group of nuns struggle to establish a convent in the Himalayas, while isolation, extreme weather, altitude, and culture clashes all conspire to drive the well-intentioned missionaries mad.","Votes:
25,945",Michael Powell,"['Emeric Pressburger', 'Deborah Kerr', 'David Farrar', 'Flora Robson']"
89,"898.
Evil
(2003)",(2003),Not Rated,113 min,Drama,7.7,"61        
        Metascore","A teenage boy expelled from school for fighting arrives at a boarding school where the systematic bullying of younger students is encouraged as a means to maintain discipline, and decides to fight back.","Votes:
39,880
| Gross:
$0.02M",Mikael Håfström,"['Andreas Wilson', 'Henrik Lundström', 'Gustaf Skarsgård', 'Linda Zilliacus']"
90,"899.
Frost/Nixon
(2008)",(2008),R,122 min,"Biography, Drama, History",7.7,"80        
        Metascore",A dramatic retelling of the post-Watergate television interviews between British talk-show host David Frost and former president Richard Nixon.,"Votes:
109,879
| Gross:
$18.59M",David Frost,"['Richard Nixon', 'Ron Howard', 'Frank Langella', 'Michael Sheen']"
91,"900.
Taste of Cherry
(1997)",(1997),Not Rated,95 min,Drama,7.7,"80        
        Metascore",An Iranian man drives his car in search of someone who will quietly bury him under a cherry tree after he commits suicide.,"Votes:
32,891
| Gross:
$0.31M",Abbas Kiarostami,"['Homayoun Ershadi', 'Abdolrahman Bagheri', 'Afshin Khorshid Bakhtiari', 'Safar Ali Moradi']"
0,"901.
Hedwig and the Angry Inch
(2001)",(2001),R,95 min,"Comedy, Drama, Music",7.7,"85        
        Metascore",A gender-queer punk-rock singer from East Berlin tours the U.S. with her band as she tells her life story and follows the former lover/band-mate who stole her songs.,"Votes:
36,335
| Gross:
$3.03M",John Cameron Mitchell,"['John Cameron Mitchell', 'Miriam Shor', 'Stephen Trask', 'Theodore Liscinski']"
1,"902.
Joint Security Area
(2000)",(2000),Not Rated,110 min,"Action, Drama, Thriller",7.7,"58        
        Metascore","After a shooting incident at the North/South Korean border/DMZ leaves 2 North Korean soldiers dead, a neutral Swiss/Swedish team investigates, what actually happened.","Votes:
31,925",Park Chan-wook,"['Lee Yeong-ae', 'Lee Byung-hun', 'Song Kang-ho', 'Kim Tae-woo']"
2,"903.
Down by Law
(1986)",(1986),R,107 min,"Comedy, Crime, Drama",7.7,"75        
        Metascore","Two men are framed and sent to jail, where they meet a murderer who helps them escape and leave the state.","Votes:
52,921
| Gross:
$1.44M",Jim Jarmusch,"['Tom Waits', 'John Lurie', 'Roberto Benigni', 'Nicoletta Braschi']"
3,"904.
Adam's Apples
(2005)",(2005),R,94 min,"Comedy, Crime, Drama",7.7,"51        
        Metascore",A neo-Nazi sentenced to community service at a church clashes with the blindly devoted minister.,"Votes:
52,176
| Gross:
$0.00M",Anders Thomas Jensen,"['Ulrich Thomsen', 'Mads Mikkelsen', 'Nicolas Bro', 'Paprika Steen']"
