Unnamed: 0,title,year,certificate,time,genre,rating,metascore,simple_desc,votes,directors,actors,title_url
16,"817.
What's Eating Gilbert Grape
(1993)",(1993),PG-13,118 min,Drama,7.7,"73        
        Metascore",A young man in a small Midwestern town struggles to care for his mentally-disabled younger brother and morbidly obese mother while attempting to pursue his own happiness.,"Votes:
242,787
| Gross:
$9.17M",Lasse Hallström,"['Johnny Depp', 'Leonardo DiCaprio', 'Juliette Lewis', 'Mary Steenburgen']",imdb.com/title/tt0108550/?ref_=adv_li_tt
17,"818.
South Park: Bigger, Longer & Uncut
(1999)",(1999),R,81 min,"Animation, Comedy, Fantasy",7.7,"73        
        Metascore","When Stan Marsh and his friends go see an R-rated movie, they start cursing and their parents think that Canada is to blame.","Votes:
208,798
| Gross:
$52.04M",Trey Parker,"['Trey Parker', 'Matt Stone', 'Mary Kay Bergman', 'Isaac Hayes']",imdb.com/title/tt0158983/?ref_=adv_li_tt
18,"819.
Sound of Metal
(2019)",(2019),R,120 min,"Drama, Music",7.7,"82        
        Metascore",A heavy-metal drummer's life is thrown into freefall when he begins to lose his hearing.,"Votes:
135,203",Darius Marder,"['Riz Ahmed', 'Olivia Cooke', 'Paul Raci', 'Lauren Ridloff']",imdb.com/title/tt5363618/?ref_=adv_li_tt
19,"820.
Sense and Sensibility
(1995)",(1995),PG,136 min,"Drama, Romance",7.7,"84        
        Metascore","Rich Mr. Dashwood dies, leaving his second wife and her three daughters poor by the rules of inheritance. The two eldest daughters are the title opposites.","Votes:
119,441
| Gross:
$43.18M",Ang Lee,"['Emma Thompson', 'Kate Winslet', 'James Fleet', 'Tom Wilkinson']",imdb.com/title/tt0114388/?ref_=adv_li_tt
20,"821.
Dirty Harry
(1971)",(1971),R,102 min,"Action, Crime, Thriller",7.7,"87        
        Metascore","When a man calling himself ""the Scorpio Killer"" menaces San Francisco, tough-as-nails Police Inspector ""Dirty"" Harry Callahan is assigned to track down the crazed psychopath.","Votes:
160,700
| Gross:
$35.90M",Don Siegel,"['Clint Eastwood', 'Clint Eastwood', 'Andrew Robinson', 'Harry Guardino']",imdb.com/title/tt0066999/?ref_=adv_li_tt
21,"822.
The Fault in Our Stars
(2014)",(2014),PG-13,126 min,"Drama, Romance",7.7,"69        
        Metascore",Two teenage cancer patients begin a life-affirming journey to visit a reclusive author in Amsterdam.,"Votes:
385,005
| Gross:
$124.87M",Josh Boone,"['Shailene Woodley', 'Ansel Elgort', 'Nat Wolff', 'Laura Dern']",imdb.com/title/tt2582846/?ref_=adv_li_tt
22,"823.
The Trial of the Chicago 7
(2020)",(2020),R,129 min,"Drama, History, Thriller",7.7,"76        
        Metascore","The story of 7 people on trial stemming from various charges surrounding the uprising at the 1968 Democratic National Convention in Chicago, Illinois.","Votes:
182,600",Aaron Sorkin,"['Eddie Redmayne', 'Alex Sharp', 'Sacha Baron Cohen', 'Jeremy Strong']",imdb.com/title/tt1070874/?ref_=adv_li_tt
23,"824.
Clerks
(1994)",(1994),R,92 min,Comedy,7.7,"70        
        Metascore","A day in the lives of two convenience clerks named Dante and Randal as they annoy customers, discuss movies, and play hockey on the store roof.","Votes:
226,575
| Gross:
$3.15M",Kevin Smith,"[""Brian O'Halloran"", 'Jeff Anderson', 'Marilyn Ghigliotti', 'Lisa Spoonauer']",imdb.com/title/tt0109445/?ref_=adv_li_tt
24,"825.
Glengarry Glen Ross
(1992)",(1992),R,100 min,"Crime, Drama, Mystery",7.7,"82        
        Metascore",An examination of the machinations behind the scenes at a real estate office.,"Votes:
109,498
| Gross:
$10.73M",James Foley,"['Al Pacino', 'Jack Lemmon', 'Alec Baldwin', 'Alan Arkin']",imdb.com/title/tt0104348/?ref_=adv_li_tt
25,"826.
When Harry Met Sally...
(1989)",(1989),R,95 min,"Comedy, Drama, Romance",7.7,"76        
        Metascore","Harry and Sally have known each other for years, and are very good friends, but they fear sex would ruin the friendship.","Votes:
227,275
| Gross:
$92.82M",Rob Reiner,"['Billy Crystal', 'Meg Ryan', 'Carrie Fisher', 'Bruno Kirby']",imdb.com/title/tt0098635/?ref_=adv_li_tt
26,"827.
3:10 to Yuma
(2007)",(2007),R,122 min,"Action, Crime, Drama",7.7,"76        
        Metascore",A small-time rancher agrees to hold a captured outlaw who's awaiting a train to go to court in Yuma. A battle of wills ensues as the outlaw tries to psych out the rancher.,"Votes:
318,745
| Gross:
$53.61M",James Mangold,"['Russell Crowe', 'Christian Bale', 'Ben Foster', 'Logan Lerman']",imdb.com/title/tt0381849/?ref_=adv_li_tt
27,"828.
The Color Purple
(1985)",(1985),PG-13,154 min,Drama,7.7,"78        
        Metascore",A black Southern woman struggles to find her identity after suffering abuse from her father and others over four decades.,"Votes:
89,678
| Gross:
$98.47M",Steven Spielberg,"['Danny Glover', 'Whoopi Goldberg', 'Oprah Winfrey', 'Margaret Avery']",imdb.com/title/tt0088939/?ref_=adv_li_tt
28,"829.
Star Trek Into Darkness
(2013)",(2013),PG-13,132 min,"Action, Adventure, Sci-Fi",7.7,"72        
        Metascore","After the crew of the Enterprise find an unstoppable force of terror from within their own organization, Captain Kirk leads a manhunt to a war-zone world to capture a one-man weapon of mass destruction.","Votes:
488,125
| Gross:
$228.78M",J.J. Abrams,"['Chris Pine', 'Zachary Quinto', 'Zoe Saldana', 'Benedict Cumberbatch']",imdb.com/title/tt1408101/?ref_=adv_li_tt
29,"830.
Naked
(1993)",(1993),Not Rated,131 min,"Comedy, Drama",7.7,"85        
        Metascore",An unemployed Mancunian vents his rage on unsuspecting strangers as he embarks on a nocturnal London odyssey.,"Votes:
41,185
| Gross:
$1.77M",Mike Leigh,"['David Thewlis', 'Lesley Sharp', 'Katrin Cartlidge', 'Greg Cruttwell']",imdb.com/title/tt0107653/?ref_=adv_li_tt
30,"831.
Fried Green Tomatoes
(1991)",(1991),PG-13,130 min,Drama,7.7,"64        
        Metascore",A housewife who is unhappy with her life befriends an old lady at a nursing home and is enthralled by the tales she tells of people she used to know.,"Votes:
77,385
| Gross:
$82.42M",Jon Avnet,"['Kathy Bates', 'Jessica Tandy', 'Mary Stuart Masterson', 'Mary-Louise Parker']",imdb.com/title/tt0101921/?ref_=adv_li_tt
31,"832.
Donnie Brasco
(1997)",(1997),R,127 min,"Biography, Crime, Drama",7.7,"76        
        Metascore","An FBI undercover agent infiltrates the mob and finds himself identifying more with the mafia life, at the expense of his regular one.","Votes:
315,183
| Gross:
$41.91M",Mike Newell,"['Al Pacino', 'Johnny Depp', 'Michael Madsen', 'Bruno Kirby']",imdb.com/title/tt0119008/?ref_=adv_li_tt
32,"833.
Philadelphia
(1993)",(1993),PG-13,125 min,Drama,7.7,"66        
        Metascore","When a man with HIV is fired by his law firm because of his condition, he hires a homophobic small time lawyer as the only willing advocate for a wrongful dismissal suit.","Votes:
247,468
| Gross:
$77.32M",Jonathan Demme,"['Tom Hanks', 'Denzel Washington', 'Roberta Maxwell', 'Buzz Kilman']",imdb.com/title/tt0107818/?ref_=adv_li_tt
33,"834.
The Theory of Everything
(2014)",(2014),PG-13,123 min,"Biography, Drama, Romance",7.7,"71        
        Metascore",A look at the relationship between the famous physicist Stephen Hawking and his wife.,"Votes:
461,324
| Gross:
$35.89M",Stephen Hawking,"['James Marsh', 'Eddie Redmayne', 'Felicity Jones', 'Tom Prior']",imdb.com/title/tt2980516/?ref_=adv_li_tt
34,"835.
Adaptation.
(2002)",(2002),R,115 min,"Comedy, Drama",7.7,"83        
        Metascore",A lovelorn screenwriter becomes desperate as he tries and fails to adapt 'The Orchid Thief' by Susan Orlean for the screen.,"Votes:
196,323
| Gross:
$22.25M",Susan Orlean,"['Spike Jonze', 'Nicolas Cage', 'Meryl Streep', 'Chris Cooper']",imdb.com/title/tt0268126/?ref_=adv_li_tt
35,"836.
The Name of the Rose
(1986)",(1986),R,130 min,"Drama, Mystery, Thriller",7.7,"54        
        Metascore",An intellectually nonconformist friar investigates a series of mysterious deaths in an isolated abbey.,"Votes:
111,370
| Gross:
$7.15M",Jean-Jacques Annaud,"['Sean Connery', 'Christian Slater', 'Helmut Qualtinger', 'Elya Baskin']",imdb.com/title/tt0091605/?ref_=adv_li_tt
36,"837.
The French Connection
(1971)",(1971),R,104 min,"Action, Crime, Drama",7.7,"94        
        Metascore","A pair of NYPD detectives in the Narcotics Bureau stumble onto a heroin smuggling ring based in Marseilles, but stopping them and capturing their leaders proves an elusive goal.","Votes:
126,826
| Gross:
$15.63M",William Friedkin,"['Gene Hackman', 'Roy Scheider', 'Fernando Rey', 'Tony Lo Bianco']",imdb.com/title/tt0067116/?ref_=adv_li_tt
37,"838.
Kung Fu Hustle
(2004)",(2004),R,99 min,"Action, Comedy, Fantasy",7.7,"78        
        Metascore","In Shanghai, China in the 1940s, a wannabe gangster aspires to join the notorious ""Axe Gang"" while residents of a housing complex exhibit extraordinary powers in defending their turf.","Votes:
143,520
| Gross:
$17.11M",Stephen Chow,"['Stephen Chow', 'Wah Yuen', 'Qiu Yuen', 'Siu-Lung Leung']",imdb.com/title/tt0373074/?ref_=adv_li_tt
38,"839.
Serpico
(1973)",(1973),R,130 min,"Biography, Crime, Drama",7.7,"81        
        Metascore",An honest New York cop named Frank Serpico blows the whistle on rampant corruption in the force only to have his comrades turn against him.,"Votes:
127,043
| Gross:
$29.80M",Frank Serpico,"['Sidney Lumet', 'Al Pacino', 'John Randolph', 'Jack Kehoe']",imdb.com/title/tt0070666/?ref_=adv_li_tt
39,"840.
Roma
(2018)",(2018),R,135 min,Drama,7.7,"96        
        Metascore",A year in the life of a middle-class family's maid in Mexico City in the early 1970s.,"Votes:
162,766",Alfonso Cuarón,"['Yalitza Aparicio', 'Marina de Tavira', 'Diego Cortina Autrey', 'Carlos Peralta']",imdb.com/title/tt6155172/?ref_=adv_li_tt
40,"841.
Flipped
(I) (2010)",(I) (2010),PG,90 min,"Comedy, Drama, Romance",7.7,"45        
        Metascore",Two eighth-graders start to have feelings for each other despite being total opposites.,"Votes:
92,969
| Gross:
$1.75M",Rob Reiner,"['Madeline Carroll', 'Callan McAuliffe', 'Rebecca De Mornay', 'Anthony Edwards']",imdb.com/title/tt0817177/?ref_=adv_li_tt
41,"842.
Goldfinger
(1964)",(1964),PG,110 min,"Action, Adventure, Thriller",7.7,"87        
        Metascore","While investigating a gold magnate's smuggling, James Bond uncovers a plot to contaminate the Fort Knox gold reserve.","Votes:
194,646
| Gross:
$51.08M",Guy Hamilton,"['Sean Connery', 'Gert Fröbe', 'Honor Blackman', 'Shirley Eaton']",imdb.com/title/tt0058150/?ref_=adv_li_tt
42,"843.
Bonnie and Clyde
(1967)",(1967),R,111 min,"Action, Biography, Crime",7.7,"86        
        Metascore","Bored waitress Bonnie Parker falls in love with an ex-con named Clyde Barrow and together they start a violent crime spree through the country, stealing cars and robbing banks.","Votes:
115,853",Bonnie Parker,"['Clyde Barrow', 'Arthur Penn', 'Warren Beatty', 'Faye Dunaway']",imdb.com/title/tt0061418/?ref_=adv_li_tt
43,"844.
Ordinary People
(1980)",(1980),R,124 min,Drama,7.7,"86        
        Metascore","The accidental death of the older son of an affluent family deeply strains the relationships among the bitter mother, the good-natured father and the guilt-ridden younger son.","Votes:
54,065
| Gross:
$54.80M",Robert Redford,"['Donald Sutherland', 'Mary Tyler Moore', 'Judd Hirsch', 'Timothy Hutton']",imdb.com/title/tt0081283/?ref_=adv_li_tt
44,"845.
Star Trek II: The Wrath of Khan
(1982)",(1982),PG,113 min,"Action, Adventure, Sci-Fi",7.7,"68        
        Metascore","With the assistance of the Enterprise crew, Admiral Kirk must stop an old nemesis, Khan Noonien Singh, from using the life-generating Genesis Device as the ultimate weapon.","Votes:
124,532
| Gross:
$78.91M",Nicholas Meyer,"['William Shatner', 'Leonard Nimoy', 'DeForest Kelley', 'James Doohan']",imdb.com/title/tt0084726/?ref_=adv_li_tt
45,"846.
Malcolm X
(1992)",(1992),PG-13,202 min,"Biography, Drama, History",7.7,"73        
        Metascore","Biographical epic of the controversial and influential Black Nationalist leader, from his early life and career as a small-time gangster, to his ministry as a member of the Nation of Islam.","Votes:
97,516
| Gross:
$48.17M",Spike Lee,"['Denzel Washington', 'Angela Bassett', 'Delroy Lindo', 'Spike Lee']",imdb.com/title/tt0104797/?ref_=adv_li_tt
46,"847.
The Great Beauty
(2013)",(2013),Not Rated,141 min,Drama,7.7,"86        
        Metascore","Jep Gambardella has seduced his way through the lavish nightlife of Rome for decades, but after his 65th birthday and a shock from the past, Jep looks past the nightclubs and parties to find a timeless landscape of absurd, exquisite beauty.","Votes:
93,466
| Gross:
$2.85M",Paolo Sorrentino,"['Toni Servillo', 'Carlo Verdone', 'Sabrina Ferilli', 'Carlo Buccirosso']",imdb.com/title/tt2358891/?ref_=adv_li_tt
47,"848.
Lucky Number Slevin
(2006)",(2006),R,110 min,"Crime, Drama, Thriller",7.7,"53        
        Metascore","A case of mistaken identity lands Slevin into the middle of a war being plotted by two of the city's most rival crime bosses. Under constant surveillance by Detective Brikowski and assassin Goodkat, he must get them before they get him.","Votes:
318,055
| Gross:
$22.49M",Paul McGuigan,"['Josh Hartnett', 'Ben Kingsley', 'Morgan Freeman', 'Lucy Liu']",imdb.com/title/tt0425210/?ref_=adv_li_tt
48,"849.
Billy Elliot
(2000)",(2000),R,110 min,"Drama, Music",7.7,"74        
        Metascore",A talented young boy becomes torn between his unexpected love of dance and the disintegration of his family.,"Votes:
137,911
| Gross:
$22.00M",Stephen Daldry,"['Jamie Bell', 'Julie Walters', 'Jean Heywood', 'Jamie Draven']",imdb.com/title/tt0249462/?ref_=adv_li_tt
49,"850.
Miller's Crossing
(1990)",(1990),R,115 min,"Crime, Drama, Thriller",7.7,"66        
        Metascore","Tom Reagan, an advisor to a Prohibition-era crime boss, tries to keep the peace between warring mobs but gets caught in divided loyalties.","Votes:
137,760
| Gross:
$5.08M",Joel Coen,"['Ethan Coen', 'Gabriel Byrne', 'Albert Finney', 'John Turturro']",imdb.com/title/tt0100150/?ref_=adv_li_tt
50,"851.
The Wind Rises
(2013)",(2013),PG-13,126 min,"Animation, Biography, Drama",7.7,"83        
        Metascore","A look at the life of Jiro Horikoshi, the man who designed Japanese fighter planes during World War II.","Votes:
89,528
| Gross:
$5.21M",Hayao Miyazaki,"['Hideaki Anno', 'Hidetoshi Nishijima', 'Miori Takimoto', 'Masahiko Nishimura']",imdb.com/title/tt2013293/?ref_=adv_li_tt
51,"852.
Paprika
(2006)",(2006),R,90 min,"Animation, Drama, Fantasy",7.7,"81        
        Metascore","When a machine that allows therapists to enter their patients' dreams is stolen, all hell breaks loose. Only a young female therapist, Paprika, can stop it.","Votes:
86,801
| Gross:
$0.88M",Satoshi Kon,"['Megumi Hayashibara', 'Tôru Emori', 'Katsunosuke Hori', 'Tôru Furuya']",imdb.com/title/tt0851578/?ref_=adv_li_tt
52,"853.
Run Lola Run
(1998)",(1998),R,80 min,"Action, Crime, Thriller",7.7,"77        
        Metascore","After a botched money delivery, Lola has 20 minutes to come up with 100,000 Deutschmarks.","Votes:
201,827
| Gross:
$7.27M",Tom Tykwer,"['Franka Potente', 'Moritz Bleibtreu', 'Herbert Knaup', 'Nina Petri']",imdb.com/title/tt0130827/?ref_=adv_li_tt
53,"855.
Ray
(I) (2004)",(I) (2004),PG-13,152 min,"Biography, Drama, Music",7.7,"73        
        Metascore","The story of the life and career of the legendary rhythm and blues musician Ray Charles, from his humble beginnings in the South, where he went blind at age seven, to his meteoric rise to stardom during the 1950s and 1960s.","Votes:
151,184
| Gross:
$75.33M",Ray Charles,"['Taylor Hackford', 'Jamie Foxx', 'Regina King', 'Kerry Washington']",imdb.com/title/tt0350258/?ref_=adv_li_tt
54,"856.
The Verdict
(1982)",(1982),R,129 min,Drama,7.7,"77        
        Metascore","An outcast, alcoholic Boston lawyer sees the chance to salvage his career and self-respect by taking a medical malpractice case to trial rather than settling.","Votes:
42,570
| Gross:
$54.00M",Sidney Lumet,"['Paul Newman', 'Charlotte Rampling', 'Jack Warden', 'James Mason']",imdb.com/title/tt0084855/?ref_=adv_li_tt
55,"857.
Happiness
(1998)",(1998),NC-17,134 min,"Comedy, Drama",7.7,"81        
        Metascore","The lives of several individuals intertwine as they go about their lives in their own unique ways, engaging in acts which society as a whole might find disturbing in a desperate search for human connection.","Votes:
71,795
| Gross:
$2.81M",Todd Solondz,"['Jane Adams', 'Jon Lovitz', 'Philip Seymour Hoffman', 'Dylan Baker']",imdb.com/title/tt0147612/?ref_=adv_li_tt
56,"858.
This Is England
(2006)",(2006),Not Rated,101 min,"Crime, Drama",7.7,"86        
        Metascore","A young boy becomes friends with a gang of skinheads. Friends soon become like family, and relationships will be pushed to the very limit.","Votes:
124,580
| Gross:
$0.33M",Shane Meadows,"['Thomas Turgoose', 'Stephen Graham', 'Jo Hartley', 'Andrew Shim']",imdb.com/title/tt0480025/?ref_=adv_li_tt
